Article Title,Article Description,Article Author,Article Link,Article Image
EXISTING HOME SALES DECLINE 3.4% IN MAY,"Existing home sales retreated for the fourth consecutive month in May to a seasonally adjusted annual rate of 5.41 million, according to the National Association of Realtors (NAR).",Symone Strong,https://www.builderonline.com/data-analysis/existing-home-sales-decline-3-4-in-may_o,https://cdnassets.hw.net/dims4/GG/20eefc5/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F36%2Fed%2F191b34704866b42b696acc828c70%2Fscreen-shot-2018-12-14-at-11.22.06%20AM.png
SINGLE-FAMILY STARTS FALL FOR THIRD CONSECUTIVE MONTH IN MAY,"Privately owned housing starts in May were at a seasonally adjusted annual rate of 1,549,000, which is 14.4% below the revised April estimate of 1,810,000 and 3.5% below the May 2021 rate of 1,605,000, according to the U.S. Census Bureau and the Department of Housing and Urban Development.",Symone Strong,https://www.builderonline.com/data-analysis/single-family-starts-fall-for-third-consecutive-month-in-may_o,https://cdnassets.hw.net/dims4/GG/283ece9/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F80%2F0d%2F1754bcdc4944a28af1b847f66950%2Fnew-home-construction-roof-rafters.jpg
BUILDER CONFIDENCE TAKES ANOTHER TWO-POINT HIT IN JUNE,"Rising inflation and higher mortgage rates are slowing traffic of prospective home buyers and putting a damper on builder confidence, reports the NAHB.",Symone Strong,https://www.builderonline.com/data-analysis/builder-confidence-takes-another-two-point-hit-in-june_o,https://cdnassets.hw.net/dims4/GG/af4bd24/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F2b%2F84%2F29c9128b497e92485d456d404358%2Fadobestock-242445011.jpeg
INCREASING BUILDING MATERIAL AND FREIGHT PRICES DRIVE CONSTRUCTION COSTS HIGHER,"The prices of goods used in residential construction increased 1.8% in May and have increased 19.4% on a year-over-year basis, according to the latest Producer Price Index (PPI). Building material prices increased 36.3% on a YOY basis, driven by gypsum, steel, and softwood lumber.",No Author name,https://www.builderonline.com/data-analysis/increasing-building-material-and-freight-prices-drive-construction-costs-higher_c,None
NAHB: INFLATION HITS NEW 40-YEAR HIGH IN MAY,"May marked the third straight month for inflation above an 8% rate and was the largest year-over-year gain since December 1981, according to the NAHB. The NAHB forecasts that the persistent inflation is likely to push the Federal Reserve to continue tightening monetary policy and raise rates “at an accelerated pace.”",No Author name,https://www.builderonline.com/data-analysis/nahb-inflation-hits-new-40-year-high-in-may_c,None
NAHB: HOUSING STOCK IN U.S. CONTINUES TO AGE,"The median age of U.S. owner-occupied housing stock is gradually aging, increasing from a median age of 31 years in 2005 to a median age of 39 years, according to data from the 2019 American Community Survey. In addition to an aging housing stock, the NAHB explains that the number of homes built continues to fall behind the pace of building after the Great Recession.",No Author name,https://www.builderonline.com/data-analysis/nahb-housing-stock-in-u-s-continues-to-age_c,None
TWO WORDS SUM UP TODAY'S RENTAL MARKET: ‘NO AVAILABILITY’,"Demand for shelter skyrocketed in response to the pandemic. With some financial assistance from federal stimulus and a push by lifestyle changes, renters and homeowners alike reviewed their current living situations, and many found a change was in order. The resulting increase in household formations in a short period of time pushed up both for-sale prices and rents.",Ali Wolf,https://www.builderonline.com/data-analysis/two-words-sum-up-todays-rental-market-no-availability_o,https://cdnassets.hw.net/dims4/GG/1194ca8/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Ff1%2Ffb%2F21c61bf8441ea73d05acf8eb4bff%2Fkimberly-byrum-headshot-resized.png
NAHB: SINGLE-FAMILY HOME CONSTRUCTION SLOWING IN THE SUBURBS,"Single-family home building is slowing in the suburbs as home buyer preferences for the suburbs have eased after the early months of COVID-19, according to the first quarter NAHB Home Building Geography Index (HGBI). The first quarter HBGI shows building in “most other regional geographies” are also slowing, according to the NAHB.",No Author name,https://www.builderonline.com/data-analysis/nahb-single-family-home-construction-slowing-in-the-suburbs_c,None
"NONFARM PAYROLL GROWTH REMAINS POSITIVE WITH 390,000 JOBS ADDED IN MAY","Total nonfarm payroll employment increased by 390,000 in May, a slight decline from the 428,000 jobs added during April, according to the latest jobs report from the U.S. Bureau of Labor Statistics. The unemployment rate remained unchanged at 3.6%.",Vincent Salandro,https://www.builderonline.com/data-analysis/nonfarm-payroll-growth-remains-positive-with-390-000-jobs-added-in-may_o,https://cdnassets.hw.net/dims4/GG/e833ca7/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fdd%2Fa9%2F1e7b38cd465498983181e370df89%2Fproxy-50.jpg
CASE-SHILLER INDEX POSTS 20.6% ANNUAL HOME PRICE GAIN IN MARCH,"The S&P CoreLogic Case-Shiller U.S. National Home Price NSA Index, which covers all nine U.S. census divisions, reported a 20.6% annual gain in March, up from 20% year over year in February. The 10-City Composite annual increase was 19.5% in March, and the 20-City Composite posted a 21.2% year-over-year increase.",Vincent Salandro,https://www.builderonline.com/data-analysis/case-shiller-index-posts-20-6-annual-home-price-gain-in-march_o,https://cdnassets.hw.net/dims4/GG/ac7be79/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F55%2F8e%2F38be3f6a4101b589f77cf82911ff%2Fadobestock-104192856.jpeg
PENDING HOME SALES DESCEND 3.9% IN APRIL,"Pending home sales declined again in April, as contract activity decreased for the sixth consecutive month, the National Association of Realtors (NAR) reported. The Pending Home Sales Index (PHSI) slid 3.9% to 99.3 last month, and transactions fell 9.1% year over year.",Symone Strong,https://www.builderonline.com/data-analysis/pending-home-sales-descend-3-9-in-april_o,https://cdnassets.hw.net/dims4/GG/7f18597/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F8f%2F88%2F4a6d18c4415986f1f6c3c7e50589%2Fadobestock-77315243.jpeg
NEW HOME PSI ROSE 2% IN APRIL TO 150.4,"Zonda’s New Home Pending Sales Index (PSI) posted a reading of 150.4 for April, representing a 2% increase from March and a 3.1% decrease from April 2021. The April reading is 13.6% below cycle highs.",Symone Strong,https://www.builderonline.com/data-analysis/new-home-psi-rose-2-in-april-to-150-4_o,https://cdnassets.hw.net/dims4/GG/f25542d/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F0c%2F0c%2F49e039c447339f4196b84fe8c08c%2Fconstruction-index.jpg
NEW SINGLE-FAMILY HOME SALES WORSEN IN APRIL,"Sales of new single‐family houses in April were at a seasonally adjusted annual rate of 591,000, according to estimates released by the U.S. Census Bureau and the Department of Housing and Urban Development. This is 16.6% below the revised March rate of 709,000 and 26.9% below the April 2021 estimate of 809,000.",Symone Strong,https://www.builderonline.com/data-analysis/new-single-family-home-sales-worsen-in-april_o,https://cdnassets.hw.net/dims4/GG/3598cf4/2147483647/resize/876x876%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F8d%2F1a%2Fd3ffa49040dabfcb21097f6b2b6b%2Fadobestock-84490716.jpeg
NEW-HOME MORTGAGE APPLICATIONS DECREASE 10.6% YOY IN APRIL,"Mortgage applications for new-home purchases in April decreased 10.6% compared with a year ago, according to the latest Mortgage Bankers Association (MBA) Builder Application Survey (BAS). Compared with March, applications decreased by 14%.",Symone Strong,https://www.builderonline.com/data-analysis/new-home-mortgage-applications-decrease-10-6-yoy-in-april_o,https://cdnassets.hw.net/dims4/GG/6f0334a/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F1c%2F18%2F2e63c6dc48faa17d07c04e596e9c%2Fadobestock-251916545.jpeg
CUSTOM HOME BUILDING RECORDS YEAR-OVER-YEAR GROWTH IN Q1,"Custom home building posted a year-over-year gain during the first quarter of 2022, according to an NAHB analysis of Census Data from the Quarterly Starts and Completions by Purpose and Design survey. The 46,000 custom building starts during the quarter is a 28% increase compared with the first quarter of 2021.",No Author name,https://www.builderonline.com/data-analysis/custom-home-building-records-year-over-year-growth-in-q1_c,None
EXISTING HOME SALES SLIDE FOR THIRD CONSECUTIVE MONTH IN APRIL,"Existing home sales declined for the third straight month in April to a seasonally adjusted annual rate of 5.61 million, according to the National Association of Realtors (NAR). Total existing home sales, which include single-family homes, townhomes, condominiums, and co-ops, decreased 2.4% from March and 5.9% on a year-over-year basis.",Vincent Salandro,https://www.builderonline.com/data-analysis/existing-home-sales-slide-for-third-consecutive-month-in-april_o,https://cdnassets.hw.net/dims4/GG/0d1d98f/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fa6%2F31%2Fc2bad40948d68bcdf4b2f1d25ee1%2Fhouse-resize.jpg
SINGLE-FAMILY STARTS DECLINE 7.3% IN APRIL,"Single‐family housing starts in April were at a rate of 1,100,000, or 7.3% below the revised March figure of 1,187,000, according to the U.S. Census Bureau and the Department of Housing and Urban Development.",Symone Strong,https://www.builderonline.com/data-analysis/single-family-starts-decline-7-3-in-april_o,https://cdnassets.hw.net/dims4/GG/dfb1a07/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F4a%2F22%2Fff618eaf429db7c8cd097914d9ec%2Fproxy-53.jpg
SINGLE-FAMILY BUILD-TO-RENT SECTOR RECORDS STRONG GROWTH IN Q1,"Amid ongoing affordability concerns in the housing market, the single-family build-to-rent sector continues to expand, according to NAHB analysis of Census Bureau data. The 13,000 single-family build-to-rent starts during the first quarter of 2022 represent a 62.5% increase compared with the first quarter of 2021.",No Author name,https://www.builderonline.com/data-analysis/single-family-build-to-rent-sector-records-strong-growth-in-q1_c,None
"NEW HOME LOT SUPPLY INDEX CONTINUES TO DECLINE IN Q1, MARKET REMAINS SIGNIFICANTLY UNDERSUPPLIED","Zonda’s New Home Lot Supply Index (LSI) fell 20.4% on a year-over-year (YOY) basis to a reading of 38.6 in the first quarter of 2022. The index was essentially flat compared with the fourth quarter of 2021, down 0.2%.",Vincent Salandro,https://www.builderonline.com/data-analysis/new-home-lot-supply-index-continues-to-decline-in-q1-market-remains-significantly-undersupplied_o,https://cdnassets.hw.net/dims4/GG/cb21529/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fdf%2F5a%2Fcd43132e4ab0ac4a8b820e6c493d%2Fadobestock-246565520.jpeg
NAHB/WELLS FARGO HOUSING MARKET INDEX DROPS 8 POINTS IN MAY,"Amid growing affordability challenges in the form of rapidly rising interest rates, double-digit price increases for material costs, and ongoing home price appreciation, builder confidence experienced a steep decline in May, according to the NAHB. Builder confidence in the market for newly built single-family homes fell eight points to 69 in May, according to the NAHB/Wells Fargo Housing Market Index (HMI).",Vincent Salandro,https://www.builderonline.com/data-analysis/nahb-wells-fargo-housing-market-index-drops-8-points-in-may_o,https://cdnassets.hw.net/dims4/GG/9244b52/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F35%2F7d%2F2328f52b42e4930a6d87161cda90%2Fadobestock-262481598.jpeg
"COVID-19 UPDATE: RISING INTEREST RATES, FED INTERVENTION, AND RISING MONTHLY PAYMENTS","The current economic landscape is categorized by “seemingly contradictory” elements, according to Zonda chief economist Ali Wolf. During the latest COVID-19 Update webinar, Wolf shares that some elements, such as the “stellar” April jobs report, the low unemployment rate, 6% wage growth, and high inflation rates, flow together. However, GDP growth in the first quarter of 2022 contracted, and lots of “soft data,” gauging consumer sentiment and expectations, is beginning to trend more negative.",Vincent Salandro,https://www.builderonline.com/data-analysis/covid-19-update-rising-interest-rates-fed-intervention-and-rising-monthly-payments_o,https://cdnassets.hw.net/dims4/GG/ad63ed8/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F72%2Feb%2Fb4002c644a3d9c4466b2b01ad705%2Fadobestock-55999982.jpeg
CREDIT CONDITIONS TIGHTEN FOR BUILDERS AND DEVELOPERS IN Q1,"Credit became tighter on loans for acquisition, development, and construction (AD&C) in the first quarter, according to an NAHB survey on AD&C financing. The survey produces a net easing index that summarizes the change in credit conditions, similar to the net easing index construction from the Federal Reserve’s survey of senior loan officers. The index posted a negative reading for both the NAHB and the Fed in the first quarter, indicating tightening credit conditions.",No Author name,https://www.builderonline.com/data-analysis/credit-conditions-tighten-for-builders-and-developers-in-q1_c,None
NAHB: BUILDING MATERIAL PRICES ARE UP 19% YEAR-OVER-YEAR,"The prices of goods used in residential construction increased 0.5% in April, following upwardly revised increases of 1.9% and 2.4% in the previous two months, according to the latest Producer Price Index (PPI) from the Bureau of Labor Statistics. According to an analysis by the NAHB, building material prices are up 19.2% year-over-year and up 35.6% since the start of the pandemic.",No Author name,https://www.builderonline.com/data-analysis/nahb-building-material-prices-are-up-19-year-over-year_c,None
MORTGAGE RATES RISE AND MORTGAGE APPLICATIONS INCREASE IN LATEST WEEKLY SURVEYS,"The 30-year fixed-rate mortgage (FRM) averaged 5.30% for the week of May 12, up from last week when it averaged 5.27%, according to Freddie Mac’s weekly Primary Mortgage Market Survey. A year ago at this time, the 30-year FRM averaged 2.94%, reported Freddie Mac.",BUILDER Staff,https://www.builderonline.com/data-analysis/mortgage-rates-rise-and-mortgage-applications-increase-in-latest-weekly-surveys_o,https://cdnassets.hw.net/dims4/GG/49d0c2e/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F84%2F15%2F8b53ee2b4b68b6d813ab0a7aeed4%2Fpmms-05-12-2022-chart.jpg
NAHB: NEW INTEREST RATES SIGNAL SIGNIFICANT DECLINE IN AFFORDABILITY,"Outlooks on housing affordability in the first quarter of 2022 are starkly different depending on whether the average mortgage interest rate for the quarter (3.86%) or the rate at the end of April (5.11%) are assumed in the calculation, according to the NAHB. Using the lower average quarterly rate, the NAHB/Wells Fargo Housing Opportunity Index (HOI) shows that 56.9% of new and existing homes sold between January and the end of March were affordable to families earning the median income in the U.S. of $90,000. If the same calculation used the current rate instead, the HOI for the first quarter would be 48.7%.",No Author name,https://www.builderonline.com/data-analysis/nahb-new-interest-rates-signal-significant-decline-in-affordability_c,None
NAHB: INFLATION SLOWS IN APRIL BUT REMAINS AT ELEVATED LEVEL,"While inflation remains near a 40-year high, consumer prices recorded their smallest monthly increase since August 2021 in April, according to the NAHB. The Bureau of Labor Statistics reported the Consumer Price Index increased by 0.3% in April on a seasonally adjusted basis, following an increase of 1.2% in March. According to the NAHB’s Eye on Housing blog, though gas prices have fallen since March, the pace of inflation is likely to stay high in the coming months due to the persistence of global supply chain disruptions.",No Author name,https://www.builderonline.com/data-analysis/nahb-inflation-slows-in-april-but-remains-at-elevated-level_c,None
NAHB: BANKS REPORT WEAKER DEMAND FOR HOME LOANS,"The Federal Reserve Board’s Senior Loan Officer Opinion Survey on Bank Lending Practices showed a “significant net share” of banks reporting more relaxed lending standards and weaker demand for most categories of residential real estate loans in the first quarter, according to the NAHB. Significant net shares of banks reported weaker demand for all RRE loan categories other than subprime residential mortgages.",No Author name,https://www.builderonline.com/data-analysis/nahb-banks-report-weaker-demand-for-home-loans_c,None
CONSUMER SENTIMENT TOWARD HOUSING REACHES TWO-YEAR LOW,"The Fannie Mae Home Purchase Sentiment Index (HPSI) reached its lowest level since May 2020 in April, as surveyed consumers expressed heightened concerns about housing affordability and rising mortgage rates. The index decreased by 4.7 points from March to April, and the index reading of 68.5 is down 10.5 points on a year-over-year basis.",Vincent Salandro,https://www.builderonline.com/data-analysis/consumer-sentiment-toward-housing-reaches-two-year-low_o,https://cdnassets.hw.net/dims4/GG/22deba9/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F18%2F0a%2F8f4f7aea4101a3b03ad59257d180%2Fproxy-2019-02-06t113336.576.jpg
FEDERAL RESERVE APPROVES FURTHER BASIS POINT HIKE FOR FEDERAL FUNDS TARGET RATE,"The Federal Reserve’s monetary policy committee approved a 50 basis point increase for the federal funds target rate, following a 25 basis point increase in March. Despite “robust” job gains in recent months and “strong” household spending and business investment,” the Federal Open Market Committee notes that inflation remains elevated, reflecting supply and demand imbalances related to the pandemic, higher energy prices, and broader price pressures.",BUILDER Staff,https://www.builderonline.com/data-analysis/federal-reserve-approves-further-basis-point-hike-for-federal-funds-target-rate_o,https://cdnassets.hw.net/dims4/GG/ade4299/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F9e%2Fce%2Fd252f3644429b8d1ea87a3f90bbc%2Fmoney-rates.jpeg
"LABOR MARKET REMAINS HEALTHY WITH 428,000 JOBS ADDED IN APRIL","Total nonfarm payroll employment increased by 428,000 in April, relatively unchanged from the 431,000 jobs added in March, according to the latest jobs report from the U.S. Bureau of Labor Statistics. The unemployment rate was unchanged from March at 3.6%.",Vincent Salandro,https://www.builderonline.com/data-analysis/labor-market-remains-healthy-with-428-000-jobs-added-in-april_o,https://cdnassets.hw.net/dims4/GG/78a98f1/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F69%2F27%2F070476da4db58b5b63d728c2a026%2Fadobestock-294726409.jpeg
WHEN SHOULD HOME BUILDERS BRING THEIR PROJECTS TO MARKET?,"Timing the entrance of a new project into the market is always a nerve-wracking undertaking. During periods of expansion when new housing is in great demand, speed to the marketplace is key. Competition for lots has been fierce, and the success of a project depends on the capacity to make quick decisions. In the present market, quick decisions can come at the expense of a well-informed analysis as the lost opportunity of a good project may outweigh the consequences of a less than stellar performer.",Eric Allen,https://www.builderonline.com/data-analysis/when-should-home-builders-bring-their-projects-to-market_o,https://cdnassets.hw.net/dims4/GG/7477865/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fa7%2F33%2F7abb03c044689f8cea53763e49f8%2Fadobestock-13619444.jpeg
KEY TRENDS IN THE 2022 COST VS. VALUE REPORT,The 35th annual Cost vs. Value report by Zonda shows improvement projects that are on the exterior of the house continuing a multiyear trend of providing the greatest return on investment (ROI) to homeowners.,No Author name,https://www.builderonline.com/data-analysis/key-trends-in-the-2022-cost-vs-value-report_s,None
INCREASING NUMBER OF METROS EXPERIENCE DOUBLE-DIGIT PRICE GAINS IN Q1,"More markets reached double-digit annual price gains in the first quarter of 2022 than the previous quarter, according to the latest quarterly report from the National Association of Realtors (NAR). The median single-family existing-home price increased 15.7% year over year (YOY) to $368,200, up from 14.3% YOY growth in the fourth quarter of 2021.",Vincent Salandro,https://www.builderonline.com/data-analysis/increasing-number-of-metros-experience-double-digit-price-gains-in-q1_o,https://cdnassets.hw.net/dims4/GG/4d0fa92/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F48%2F42%2F9ab4d1b84aedb64dc19de64e3ed4%2Fadobestock-121386700-b.jpeg
NAHB: HOMEOWNERSHIP RATE REMAINS STABLE IN Q1,"The U.S. homeownership rate remained unchanged from the previous quarter at 65.4% in the first quarter of 2022, while the homeowner vacancy rate decreased to a record low, according to the Census Bureau’s Housing Vacancy Survey. According to the NAHB, recent entries in the survey no longer include COVID-induced data collection restrictions, and, in the short-term, some year-over-year comparisons will be skewed.",No Author name,https://www.builderonline.com/data-analysis/nahb-homeownership-rate-remains-stable-in-q1_c,None
PENDING HOME SALES DECLINE FOR FIFTH CONSECUTIVE MONTH IN MARCH,"Pending home sales dropped in March, marking the fifth straight month that contract activity has declined, according to the National Association of Realtors (NAR). The Pending Home Sales Index (PHSI) fell 1.2% to a reading of 103.7 in March, and transactions decreased 8.2% on a year-over-year (YOY) basis. An index of 100 is equal to the level of contract activity in 2001.",Vincent Salandro,https://www.builderonline.com/data-analysis/pending-home-sales-decline-for-fifth-consecutive-month-in-march_o,https://cdnassets.hw.net/dims4/GG/b8a5326/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F63%2Ff6%2F58fef6d84fc3b5254c5c5e9ed581%2Fadobestock-98477592.jpeg
NEW-HOME SALES DROP IN MARCH,"Sales of new single‐family houses in March were at a seasonally adjusted annual rate of 763,000, according to estimates released by the U.S. Census Bureau and the Department of Housing and Urban Development. This is 8.6% below the revised February rate of 835,000 and 12.6% below the March 2021 estimate of 873,000.",Symone Strong,https://www.builderonline.com/data-analysis/new-home-sales-drop-in-march_o,https://cdnassets.hw.net/dims4/GG/9d276b4/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F33%2Fd8%2F030fdc344c82bc3248ffce0ee6d7%2Fadobestock-104456221.jpeg
CASE-SHILLER INDEX REPORTS 19.8% ANNUAL HOME PRICE GAIN IN FEBRUARY,"The S&P CoreLogic Case-Shiller U.S. National Home Price NSA Index, which covers all nine U.S. census divisions, reported a 19.8% annual gain in February, up from 19.1% in the previous month. The 10-City Composite annual increase was 18.6%, up from 17.3% in the previous month, while the 20-City Composite posted a 20.2% year-over-year gain, up from 18.9% in the previous month.",Vincent Salandro,https://www.builderonline.com/data-analysis/case-shiller-index-reports-19-8-annual-home-price-gain-in-february_o,https://cdnassets.hw.net/dims4/GG/5604b06/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F87%2F93%2F04ba50e74f12ba859e1f95072406%2Fadobestock-72390314.jpeg
NAHB: BUILDER PROFIT MARGINS FALL AMID GROWING BALANCE SHEETS,"Builders' profit margins declined in 2020 for the first time since 2008 due to growing balance sheets, according to the NAHB’s Builders’ Cost of Doing Business Study. The nationwide survey of builders attempts to provide profitability benchmarks for companies to compare their financial performance.",No Author name,https://www.builderonline.com/data-analysis/nahb-builder-profit-margins-fall-amid-growing-balance-sheets_c,None
NEW HOME PSI DECREASES 6% ON MONTH-OVER-MONTH BASIS IN MARCH,"The Zonda New Home Pending Sales Index (PSI) posted a reading of 147.1 in March, representing a 9.8% decrease from March 2021 and a 6% decrease from February. The March reading is 15.6% below cycle highs, according to Zonda.",Vincent Salandro,https://www.builderonline.com/data-analysis/new-home-psi-decreases-6-on-month-over-month-basis-in-march_o,https://cdnassets.hw.net/dims4/GG/04451d0/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F0e%2F61%2Fc244a4da487fb09d2eedcb21c37c%2Fadobestock-267512420.jpeg
EXISTING HOME SALES DECLINE FOR SECOND CONSECUTIVE MONTH IN MARCH,"Existing home sales decreased in March to a seasonally adjusted annual rate of 5.77 million, marking the second consecutive month of declines, according to the National Association of Realtors (NAR). Total existing sales, which includes single-family homes, townhomes, condominiums, and co-ops, decreased 2.7% from February and 4.5% on a year-over-year basis.",Vincent Salandro,https://www.builderonline.com/data-analysis/existing-home-sales-decline-for-second-consecutive-month-in-march_o,https://cdnassets.hw.net/dims4/GG/39de89f/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F37%2Fa3%2Fe140777e4b0e9347e82897c5711a%2Fhouses-graph-falling.jpg
OVERALL HOUSING STARTS RELATIVELY FLAT IN MARCH,"Privately owned housing starts in March were at a seasonally adjusted annual rate of 1,793,000, which is 0.3% above the revised February estimate of 1,788,000 and 3.9% above the March 2021 rate of 1,725,000, according to the U.S. Census Bureau and the Department of Housing and Urban Development.",Symone Strong,https://www.builderonline.com/data-analysis/overall-housing-starts-relatively-flat-in-march_o,https://cdnassets.hw.net/dims4/GG/feeedc0/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F6a%2Fed%2F2f96e85a440d84b09c43faf6e1cc%2Fhome-under-construction.jpg
JCHS: CONCENTRATION IN HOME BUILDING DRIVEN BY LARGEST FIRMS,"While the 100 largest home builders in the United States now account for about half of all new single-family home sales compared with a third of sales two decades ago, the majority of these gains reflect the growing market share of the top two builders—D.R. Horton and Lennar—according to a report from the Joint Center for Housing Studies (JCHS) at Harvard University. The JCHS says as a result of the growth, the top two firms now build more homes than the combined total of the nation’s third to 10th largest builders.",No Author name,https://www.builderonline.com/data-analysis/jchs-concentration-in-home-building-driven-by-largest-firms_c,None
"RISING RATES, HIGHER COSTS CONTINUE TO TAKE A TOLL ON BUILDER CONFIDENCE","Rapidly rising interest rates combined with home price increases and higher construction costs are negatively affecting builder confidence and housing affordability, reports the NAHB.",Symone Strong,https://www.builderonline.com/data-analysis/rising-rates-higher-costs-continue-to-take-a-toll-on-builder-confidence_o,https://cdnassets.hw.net/dims4/GG/66fc12b/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2Fc7%2Fe0%2F0fee96c34e129e679ecdb8416c91%2Fadobestock-245285592.jpeg
BUILDING MATERIAL PRICES CONTINUE TO RISE,"The prices of goods used in residential construction increased 1.4% in March, following an upwardly revised increase in both January and February, according to the Producer Price Index (PPI) report released by the Bureau of Labor Statistics. According to the NAHB, building material prices increased 20.4% on a year-over-year basis and have increased 33% since the start of the pandemic.",No Author name,https://www.builderonline.com/data-analysis/building-material-prices-continue-to-rise_c,None
INFLATION REACHES NEW 40-YEAR HIGH IN MARCH,"March marked the sixth straight month for inflation above a 6% rate, and inflation during the month once again reached a 40-year high. According to the NAHB, inflation is likely to stay high in the coming months as situations abroad threaten more supply chain disruption.",No Author name,https://www.builderonline.com/data-analysis/inflation-reaches-new-40-year-high-in-march_c,None
NAHB: RECESSION RISKS TO ECONOMY ARE RISING,"Rising mortgage interest rates will aggravate housing affordability challenges in 2022, and higher inflation and business costs, as well as a tightened Federal Reserve monetary policy, will likely slow overall growth in 2022, according to NAHB chief economist Robert Dietz. In the a post on NAHB Now, Dietz writes that while a recession is not forecast to occur in 2022, the “risk of recession next year is rising.”",No Author name,https://www.builderonline.com/data-analysis/nahb-recession-risks-to-economy-are-rising_c,None
"RURAL AREAS GAIN SINGLE-FAMILY, MULTIFAMILY MARKET SHARE IN 2021","The market shares of single-family and multifamily home building in rural submarkets, as defined by NAHB’s Home Building Geography Index (HBGI), increased year over year in the fourth quarter of 2021. The HBGI defines rural areas to include “micro counties” and “non-metro/micro counties,” which account for 8.4% and 5.6% of the total U.S. population, respectively.",No Author name,https://www.builderonline.com/data-analysis/rural-areas-gain-single-family-multifamily-market-share-in-2021_c,None
FANNIE MAE: CONSUMER PESSIMISM TOWARD MORTGAGE RATES REACHES RECORD HIGH,"The Fannie Mae Home Purchase Sentiment Index (HPSI) decreased by 2.1 points to 73.2 in March, as consumers express pessimism regarding mortgage rates and home buying conditions generally. On a year-over-year basis, the index is down 8.5 points. Four of the index’s six components decreased on a month-over-month basis in March, including components asking consumers whether they expect mortgage rates to increase and whether they believe it is a good time to buy a home.",BUILDER Staff,https://www.builderonline.com/data-analysis/fannie-mae-consumer-pessimism-toward-mortgage-rates-reaches-record-high_o,https://cdnassets.hw.net/dims4/GG/f319da9/2147483647/resize/300x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F57%2Fb5%2Faefafafe47feaa3470b4051e4954%2Fproxy-82.jpg
WHERE ARE THE MOST AFFORDABLE PREMIER SUBURBS?,"Suburban life has gained appeal among prospective homeowners looking for bigger homes, stronger school districts, and more relaxed surroundings. Suburban living also saw a boost in popularity during 2020 due to the onset of the coronavirus pandemic that saw homeowners flee dense urban centers. According to StorageCafe, only 1 in 5 U.S. adults claim to prefer living in a city. At the same time, the share of Americans who said they would want to live in the suburbs increased, according to a Pew Research Center Survey.",Vincent Salandro,https://www.builderonline.com/data-analysis/where-are-the-most-affordable-premier-suburbs_o,https://cdnassets.hw.net/dims4/GG/fd365bd/2147483647/resize/876x%3E/quality/90/?url=https%3A%2F%2Fcdnassets.hw.net%2F8a%2Fef%2F6a76381b44cf916e957eed3fe310%2Fsuburban-homes-new-construction.jpg
